repo	milestone	round	issue_slug	title	size	depends_on	files_touched	notes
paideia-os	g7-compositor-protocol	G7	G7-M6-001	G7.M6-001 Reserved recovery plane discipline (P8 enforcement) #1	M	G7-M1-001	src/user/compositor/recovery_plane.pdx	Reserved recovery plane discipline (P8 enforcement) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M6-002	G7.M6-002 Reserved recovery plane discipline (P8 enforcement) #2	M	G7-M1-001	src/user/compositor/recovery_plane.pdx	Reserved recovery plane discipline (P8 enforcement) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M7-001	G7.M7-001 No-extension policy documented (P11 mitigation) #1	M	G7-M1-001	design/compositor/no-extension-policy.md	No-extension policy documented (P11 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M7-002	G7.M7-002 No-extension policy documented (P11 mitigation) #2	M	G7-M1-001	design/compositor/no-extension-policy.md	No-extension policy documented (P11 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g7-compositor-protocol	G7	G7-M8-001	G7.M8-001 T14 hw-smoke-g7.md + first-window smoke #1	M	G7-M1-001	tools/hw-smoke-g7.md	T14 hw-smoke-g7.md + first-window smoke (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M1-001	G8.M1-001 Input server as separate process (P2 mitigation) #1	M	G7 + R32	src/user/input_server/main.pdx	Input server as separate process (P2 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M1-002	G8.M1-002 Input server as separate process (P2 mitigation) #2	M	G8-M1-001	src/user/input_server/main.pdx	Input server as separate process (P2 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M1-003	G8.M1-003 Input server as separate process (P2 mitigation) #3	M	G8-M1-001	src/user/input_server/main.pdx	Input server as separate process (P2 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M2-001	G8.M2-001 KIND_INPUT_ROUTE (linear) #1	M	G8-M1-001	src/user/input_server/route.pdx	KIND_INPUT_ROUTE (linear) (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M2-002	G8.M2-002 KIND_INPUT_ROUTE (linear) #2	M	G8-M1-001	src/user/input_server/route.pdx	KIND_INPUT_ROUTE (linear) (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M2-003	G8.M2-003 KIND_INPUT_ROUTE (linear) #3	M	G8-M1-001	src/user/input_server/route.pdx	KIND_INPUT_ROUTE (linear) (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M3-001	G8.M3-001 Per-device pointer accel curves #1	M	G8-M1-001	src/user/input_server/accel.pdx	Per-device pointer accel curves (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M3-002	G8.M3-002 Per-device pointer accel curves #2	M	G8-M1-001	src/user/input_server/accel.pdx	Per-device pointer accel curves (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M3-003	G8.M3-003 Per-device pointer accel curves #3	M	G8-M1-001	src/user/input_server/accel.pdx	Per-device pointer accel curves (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M4-001	G8.M4-001 Multi-touch + stylus + gesture routing #1	M	G8-M1-001	src/user/input_server/touch_stylus.pdx	Multi-touch + stylus + gesture routing (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M4-002	G8.M4-002 Multi-touch + stylus + gesture routing #2	M	G8-M1-001	src/user/input_server/touch_stylus.pdx	Multi-touch + stylus + gesture routing (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M5-001	G8.M5-001 Multi-seat + KIND_SEAT #1	M	G8-M1-001	src/user/input_server/seat.pdx	Multi-seat + KIND_SEAT (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M5-002	G8.M5-002 Multi-seat + KIND_SEAT #2	M	G8-M1-001	src/user/input_server/seat.pdx	Multi-seat + KIND_SEAT (auto-scaffold; refine at body-drafting)
paideia-os	g8-input-routing	G8	G8-M6-001	G8.M6-001 T14 hw-smoke-g8.md #1	M	G8-M1-001	tools/hw-smoke-g8.md	T14 hw-smoke-g8.md (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M1-001	G9.M1-001 Workspaces + KIND_WORKSPACE #1	M	G7-M8-001	src/user/compositor/workspace.pdx	Workspaces + KIND_WORKSPACE (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M1-002	G9.M1-002 Workspaces + KIND_WORKSPACE #2	M	G9-M1-001	src/user/compositor/workspace.pdx	Workspaces + KIND_WORKSPACE (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M1-003	G9.M1-003 Workspaces + KIND_WORKSPACE #3	M	G9-M1-001	src/user/compositor/workspace.pdx	Workspaces + KIND_WORKSPACE (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M2-001	G9.M2-001 Tiling layout policy #1	M	G9-M1-001	src/user/compositor/tiling.pdx	Tiling layout policy (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M2-002	G9.M2-002 Tiling layout policy #2	M	G9-M1-001	src/user/compositor/tiling.pdx	Tiling layout policy (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M2-003	G9.M2-003 Tiling layout policy #3	M	G9-M1-001	src/user/compositor/tiling.pdx	Tiling layout policy (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M3-001	G9.M3-001 Damage tracking + buffer-age + KIND_DAMAGE_REGION #1	M	G9-M1-001	src/user/compositor/damage.pdx	Damage tracking + buffer-age + KIND_DAMAGE_REGION (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M3-002	G9.M3-002 Damage tracking + buffer-age + KIND_DAMAGE_REGION #2	M	G9-M1-001	src/user/compositor/damage.pdx	Damage tracking + buffer-age + KIND_DAMAGE_REGION (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M3-003	G9.M3-003 Damage tracking + buffer-age + KIND_DAMAGE_REGION #3	M	G9-M1-001	src/user/compositor/damage.pdx	Damage tracking + buffer-age + KIND_DAMAGE_REGION (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M4-001	G9.M4-001 KIND_PRESENT_FEEDBACK stream (P6 mitigation) #1	M	G9-M1-001	src/user/compositor/present_feedback.pdx	KIND_PRESENT_FEEDBACK stream (P6 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M4-002	G9.M4-002 KIND_PRESENT_FEEDBACK stream (P6 mitigation) #2	M	G9-M1-001	src/user/compositor/present_feedback.pdx	KIND_PRESENT_FEEDBACK stream (P6 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M4-003	G9.M4-003 KIND_PRESENT_FEEDBACK stream (P6 mitigation) #3	M	G9-M1-001	src/user/compositor/present_feedback.pdx	KIND_PRESENT_FEEDBACK stream (P6 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M5-001	G9.M5-001 Adaptive-rate example client #1	M	G9-M1-001	src/samples/adaptive_rate/*.pdx	Adaptive-rate example client (auto-scaffold; refine at body-drafting)
paideia-os	g9-windowing-feedback	G9	G9-M5-002	G9.M5-002 Adaptive-rate example client #2	M	G9-M1-001	src/samples/adaptive_rate/*.pdx	Adaptive-rate example client (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M1-001	G10.M1-001 KIND_A11Y_TREE + KIND_A11Y_NODE (AccessKit-shape) #1	M	G7-M8-001	src/user/a11y/tree.pdx	KIND_A11Y_TREE + KIND_A11Y_NODE (AccessKit-shape) (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M1-002	G10.M1-002 KIND_A11Y_TREE + KIND_A11Y_NODE (AccessKit-shape) #2	M	G10-M1-001	src/user/a11y/tree.pdx	KIND_A11Y_TREE + KIND_A11Y_NODE (AccessKit-shape) (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M1-003	G10.M1-003 KIND_A11Y_TREE + KIND_A11Y_NODE (AccessKit-shape) #3	M	G10-M1-001	src/user/a11y/tree.pdx	KIND_A11Y_TREE + KIND_A11Y_NODE (AccessKit-shape) (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M2-001	G10.M2-001 Window-creation a11y-tree binding (P4 mitigation) #1	M	G10-M1-001	src/user/compositor/a11y_bind.pdx	Window-creation a11y-tree binding (P4 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M2-002	G10.M2-002 Window-creation a11y-tree binding (P4 mitigation) #2	M	G10-M1-001	src/user/compositor/a11y_bind.pdx	Window-creation a11y-tree binding (P4 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M2-003	G10.M2-003 Window-creation a11y-tree binding (P4 mitigation) #3	M	G10-M1-001	src/user/compositor/a11y_bind.pdx	Window-creation a11y-tree binding (P4 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M3-001	G10.M3-001 Screen-reader client protocol #1	M	G10-M1-001	src/user/a11y/screen_reader.pdx	Screen-reader client protocol (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M3-002	G10.M3-002 Screen-reader client protocol #2	M	G10-M1-001	src/user/a11y/screen_reader.pdx	Screen-reader client protocol (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M3-003	G10.M3-003 Screen-reader client protocol #3	M	G10-M1-001	src/user/a11y/screen_reader.pdx	Screen-reader client protocol (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M4-001	G10.M4-001 Keyboard-navigation as compositor concept #1	M	G10-M1-001	src/user/compositor/keynav.pdx	Keyboard-navigation as compositor concept (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M4-002	G10.M4-002 Keyboard-navigation as compositor concept #2	M	G10-M1-001	src/user/compositor/keynav.pdx	Keyboard-navigation as compositor concept (auto-scaffold; refine at body-drafting)
paideia-os	g10-accessibility	G10	G10-M5-001	G10.M5-001 T14 hw-smoke-g10.md + a11y smoke witness #1	M	G10-M1-001	tools/hw-smoke-g10.md	T14 hw-smoke-g10.md + a11y smoke witness (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M1-001	G11.M1-001 KIND_IME_SESSION (linear) + KIND_IME_PROVIDER (P10 mitigation) #1	M	G5 + G7	src/user/ime/session.pdx	KIND_IME_SESSION (linear) + KIND_IME_PROVIDER (P10 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M1-002	G11.M1-002 KIND_IME_SESSION (linear) + KIND_IME_PROVIDER (P10 mitigation) #2	M	G11-M1-001	src/user/ime/session.pdx	KIND_IME_SESSION (linear) + KIND_IME_PROVIDER (P10 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M1-003	G11.M1-003 KIND_IME_SESSION (linear) + KIND_IME_PROVIDER (P10 mitigation) #3	M	G11-M1-001	src/user/ime/session.pdx	KIND_IME_SESSION (linear) + KIND_IME_PROVIDER (P10 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M2-001	G11.M2-001 Latin autocomplete #1	M	G11-M1-001	src/user/ime/latin.pdx	Latin autocomplete (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M2-002	G11.M2-002 Latin autocomplete #2	M	G11-M1-001	src/user/ime/latin.pdx	Latin autocomplete (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M3-001	G11.M3-001 CJK: Pinyin + Zhuyin + Kana + Hangul #1	M	G11-M1-001	src/user/ime/cjk.pdx	CJK: Pinyin + Zhuyin + Kana + Hangul (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M3-002	G11.M3-002 CJK: Pinyin + Zhuyin + Kana + Hangul #2	M	G11-M1-001	src/user/ime/cjk.pdx	CJK: Pinyin + Zhuyin + Kana + Hangul (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M4-001	G11.M4-001 Indic complex shaping #1	M	G11-M1-001	src/user/ime/indic.pdx	Indic complex shaping (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M4-002	G11.M4-002 Indic complex shaping #2	M	G11-M1-001	src/user/ime/indic.pdx	Indic complex shaping (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M5-001	G11.M5-001 BiDi integration with G5 #1	M	G11-M1-001	src/user/ime/bidi.pdx	BiDi integration with G5 (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M5-002	G11.M5-002 BiDi integration with G5 #2	M	G11-M1-001	src/user/ime/bidi.pdx	BiDi integration with G5 (auto-scaffold; refine at body-drafting)
paideia-os	g11-ime	G11	G11-M6-001	G11.M6-001 T14 hw-smoke-g11.md + polyglot input smoke #1	M	G11-M1-001	tools/hw-smoke-g11.md	T14 hw-smoke-g11.md + polyglot input smoke (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M1-001	G12.M1-001 Immediate-mode toolkit + KIND_UI_CONTEXT (egui-shape) #1	M	G7..G11	src/user/libpaideia_ui/immediate.pdx	Immediate-mode toolkit + KIND_UI_CONTEXT (egui-shape) (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M1-002	G12.M1-002 Immediate-mode toolkit + KIND_UI_CONTEXT (egui-shape) #2	M	G12-M1-001	src/user/libpaideia_ui/immediate.pdx	Immediate-mode toolkit + KIND_UI_CONTEXT (egui-shape) (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M1-003	G12.M1-003 Immediate-mode toolkit + KIND_UI_CONTEXT (egui-shape) #3	M	G12-M1-001	src/user/libpaideia_ui/immediate.pdx	Immediate-mode toolkit + KIND_UI_CONTEXT (egui-shape) (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M2-001	G12.M2-001 Retained-mode toolkit (Xilem-shape) #1	M	G12-M1-001	src/user/libpaideia_ui/retained.pdx	Retained-mode toolkit (Xilem-shape) (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M2-002	G12.M2-002 Retained-mode toolkit (Xilem-shape) #2	M	G12-M1-001	src/user/libpaideia_ui/retained.pdx	Retained-mode toolkit (Xilem-shape) (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M2-003	G12.M2-003 Retained-mode toolkit (Xilem-shape) #3	M	G12-M1-001	src/user/libpaideia_ui/retained.pdx	Retained-mode toolkit (Xilem-shape) (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M3-001	G12.M3-001 Sample app: settings #1	M	G12-M1-001	src/samples/settings/*.pdx	Sample app: settings (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M3-002	G12.M3-002 Sample app: settings #2	M	G12-M1-001	src/samples/settings/*.pdx	Sample app: settings (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M3-003	G12.M3-003 Sample app: settings #3	M	G12-M1-001	src/samples/settings/*.pdx	Sample app: settings (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M4-001	G12.M4-001 Sample app: clock #1	M	G12-M1-001	src/samples/clock/*.pdx	Sample app: clock (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M4-002	G12.M4-002 Sample app: clock #2	M	G12-M1-001	src/samples/clock/*.pdx	Sample app: clock (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M5-001	G12.M5-001 Sample app: text editor #1	M	G12-M1-001	src/samples/text_editor/*.pdx	Sample app: text editor (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M5-002	G12.M5-002 Sample app: text editor #2	M	G12-M1-001	src/samples/text_editor/*.pdx	Sample app: text editor (auto-scaffold; refine at body-drafting)
paideia-os	g12-toolkit	G12	G12-M6-001	G12.M6-001 T14 hw-smoke-g12.md + first-app smoke #1	M	G12-M1-001	tools/hw-smoke-g12.md	T14 hw-smoke-g12.md + first-app smoke (auto-scaffold; refine at body-drafting)
paideia-as	v0.25-session-functors	v0.25	v0.25-M1-001	v0.25 M1: session-typed functor signatures	L	-	crates/paideia-as-parser/src/functor.rs crates/paideia-as-types/src/session.rs	gates R29 driver framework
paideia-as	v0.25-session-functors	v0.25	v0.25-M1-002	v0.25 M2: effect-row inference at call sites	L	v0.25-M1-001	crates/paideia-as-types/src/effect_row.rs	row-polymorphic inference
paideia-as	v0.25-session-functors	v0.25	v0.25-M1-003	v0.25 M3: linear-cap consumption verification in unsafe blocks	M	v0.25-M1-001	crates/paideia-as-linear/src/unsafe_verify.rs	linear discipline through unsafe
paideia-as	v0.25-session-functors	v0.25	v0.25-M1-004	v0.25 M4: @derive(base, refinement) macro	M	v0.25-M1-001	crates/paideia-as-macro/src/derive_refinement.rs	capability derivation macro
paideia-as	v0.25-session-functors	v0.25	v0.25-M1-005	v0.25 integration + release notes + CHANGELOG bump	S	v0.25-M1-001	CHANGELOG.md	workspace-version bump v0.25.0
paideia-as	v0.26-aml-substrate	v0.26	v0.26-M1-001	v0.26 recursive-descent parser helpers	M	-	crates/paideia-as-stdlib/src/parsers.rs	AML parser toolbox
paideia-as	v0.26-aml-substrate	v0.26	v0.26-M1-002	v0.26 arbitrary-precision integer intrinsics (@mulu64, @divu64)	M	-	crates/paideia-as-intrinsic/src/wide_int.rs	AML integer semantics
paideia-as	v0.26-aml-substrate	v0.26	v0.26-M1-003	v0.26 string interning	S	-	crates/paideia-as-stdlib/src/intern.rs	AML NameString caching
paideia-as	v0.26-aml-substrate	v0.26	v0.26-M1-004	v0.26 stable Result<T,E> idiom	S	-	crates/paideia-as-stdlib/src/result.rs	canonical error-return shape
paideia-as	v0.26-aml-substrate	v0.26	v0.26-M1-005	v0.26 integration + release notes + CHANGELOG	S	v0.26-M1-001	CHANGELOG.md	workspace-version bump v0.26.0
paideia-as	v0.27-dma-timeline	v0.27	v0.27-M1-001	v0.27 @dma_buffer(size, alignment, coherency) intrinsic	L	-	crates/paideia-as-intrinsic/src/dma_buffer.rs	DMA buffer syntax
paideia-as	v0.27-dma-timeline	v0.27	v0.27-M1-002	v0.27 @timeline_wait / @timeline_signal syntax	L	-	crates/paideia-as-parser/src/timeline.rs	explicit-sync first class
paideia-as	v0.27-dma-timeline	v0.27	v0.27-M1-003	v0.27 128-bit atomic CAS intrinsic	M	-	crates/paideia-as-intrinsic/src/atomic128.rs	GPU submission needs
paideia-as	v0.27-dma-timeline	v0.27	v0.27-M1-004	v0.27 @include_bytes_signed(path, keyring) for firmware blobs	M	-	crates/paideia-as-intrinsic/src/include_signed.rs	D1.a dual-signature enforcement in compiler
paideia-as	v0.27-dma-timeline	v0.27	v0.27-M1-005	v0.27 integration + release notes + CHANGELOG	S	v0.27-M1-001	CHANGELOG.md	workspace-version bump v0.27.0
paideia-as	v0.28-gpu-submit	v0.28	v0.28-M1-001	v0.28 @gpu_context(engine) scope	M	-	crates/paideia-as-parser/src/gpu_context.rs	GPU submission block
paideia-as	v0.28-gpu-submit	v0.28	v0.28-M1-002	v0.28 vec<T,N> type parameterization	L	-	crates/paideia-as-types/src/vec_typaram.rs	SIMD/shader-vector shape
paideia-as	v0.28-gpu-submit	v0.28	v0.28-M1-003	v0.28 @endian(be|le) on struct fields	M	-	crates/paideia-as-parser/src/endian_attr.rs	MMIO register layouts
paideia-as	v0.28-gpu-submit	v0.28	v0.28-M1-004	v0.28 @packed_struct full support	M	-	crates/paideia-as-parser/src/packed_struct.rs	HW descriptor layouts
paideia-as	v0.28-gpu-submit	v0.28	v0.28-M1-005	v0.28 integration + release notes + CHANGELOG	S	v0.28-M1-001	CHANGELOG.md	workspace-version bump v0.28.0
paideia-as	v0.29-compositor-substrate	v0.29	v0.29-M1-001	v0.29 row-polymorphic effects	L	-	crates/paideia-as-types/src/row_poly.rs	compositor effect variability
paideia-as	v0.29-compositor-substrate	v0.29	v0.29-M1-002	v0.29 handler composition (handle E1 ∘ handle E2)	L	-	crates/paideia-as-types/src/handler_compose.rs	PWP handler chaining
paideia-as	v0.29-compositor-substrate	v0.29	v0.29-M1-003	v0.29 session-type recursion with well-founded induction	L	-	crates/paideia-as-types/src/session_rec.rs	nested subsurface protocols
paideia-as	v0.29-compositor-substrate	v0.29	v0.29-M1-004	v0.29 integration + release notes + CHANGELOG	S	v0.29-M1-001	CHANGELOG.md	workspace-version bump v0.29.0
paideia-as	v0.30-vulkan-spirv	v0.30	v0.30-M1-001	v0.30 @spirv_module(path) embeds SPIR-V as KIND_MEMORY symbol	M	-	crates/paideia-as-intrinsic/src/spirv_module.rs	compile-time SPIR-V import
paideia-as	v0.30-vulkan-spirv	v0.30	v0.30-M1-002	v0.30 @wgsl_module(path) for Vello WGSL	M	-	crates/paideia-as-intrinsic/src/wgsl_module.rs	Vello compute-shader import
paideia-as	v0.30-vulkan-spirv	v0.30	v0.30-M1-003	v0.30 f16 intrinsic (fp16 composition)	M	-	crates/paideia-as-intrinsic/src/f16.rs	scRGB-linear needs fp16
paideia-as	v0.30-vulkan-spirv	v0.30	v0.30-M1-004	v0.30 integration + release notes + CHANGELOG	S	v0.30-M1-001	CHANGELOG.md	workspace-version bump v0.30.0
paideia-as	v0.31-color-hdr	v0.31	v0.31-M1-001	v0.31 @fixed_point(bits_int, bits_frac) type modifier	M	-	crates/paideia-as-types/src/fixed_point.rs	color-transform arithmetic
paideia-as	v0.31-color-hdr	v0.31	v0.31-M1-002	v0.31 Matrix<T,R,C> stdlib type + intrinsics	L	-	crates/paideia-as-stdlib/src/matrix.rs	color-space transforms
paideia-as	v0.31-color-hdr	v0.31	v0.31-M1-003	v0.31 CICP-tagged image-encoding helpers	M	-	crates/paideia-as-stdlib/src/cicp.rs	color-tagged pixel encode
paideia-as	v0.31-color-hdr	v0.31	v0.31-M1-004	v0.31 integration + release notes + CHANGELOG	S	v0.31-M1-001	CHANGELOG.md	workspace-version bump v0.31.0
paideia-as	v0.32-a11y-toolkit	v0.32	v0.32-M1-001	v0.32 trees with generational indices in stdlib	M	-	crates/paideia-as-stdlib/src/gen_index_tree.rs	a11y-tree data structure
paideia-as	v0.32-a11y-toolkit	v0.32	v0.32-M1-002	v0.32 row-based subtyping for KIND_A11Y_NODE polymorphism	L	-	crates/paideia-as-types/src/row_subtype.rs	AccessKit-shape node kinds
paideia-as	v0.32-a11y-toolkit	v0.32	v0.32-M1-003	v0.32 @retain / @immediate attributes on functor signatures	M	-	crates/paideia-as-parser/src/toolkit_attrs.rs	immediate vs retained UI mode
paideia-as	v0.32-a11y-toolkit	v0.32	v0.32-M1-004	v0.32 integration + release notes + CHANGELOG	S	v0.32-M1-001	CHANGELOG.md	workspace-version bump v0.32.0
paideia-as	v0.33-crypto-kdf	v0.33	v0.33-M1-005	v0.33 satellite-linkable runtime shim for paideia_crypto_* + mldsa65_sign_runtime_entry	M	-	crates/paideia-satellite-runtime/src/crypto_shim.rs	MASTER §13.4 gap — companion to open #1348
paideia-as	v0.33-crypto-kdf	v0.33	v0.33-M1-006	v0.33 encoder-conservative BLAKE3 hash intrinsic (unblocks libpdx-schema-registry FNV placeholder)	M	-	crates/paideia-as-crypto/src/blake3.rs	library-status.md flagged pending
paideia-as	v0.33-crypto-kdf	v0.33	v0.33-M1-007	v0.33 test runner: replace TestRunner::discover plain-text scan with real cargo-test harness	M	-	crates/paideia-as/src/test_runner.rs	companion to open #1349; discipline gap
paideia-as	v0.33-crypto-kdf	v0.33	v0.33-M1-008	v0.33 hw-smoke: Argon2id + ChaCha20-Poly1305 + ML-KEM-768 KAT vectors under boot smoke	S	-	tools/hw-smoke-v0.33.md	runtime KAT witness
paideia-as	v0.33-crypto-kdf	v0.33	v0.33-M1-009	v0.33 CHANGELOG + workspace-version bump v0.33.0 tag push	S	v0.33-M1-005	CHANGELOG.md	release cut (companion to open #1353)
paideia-os	R106 — persistent /home substrate (single-user path)	R106	R106-CROSS-001	R106 cross-repo scaffold: paideia-os/shell satellite repo created	S	-	-	MASTER §9.1 pre-R106 chore; not yet filed as GH issue
paideia-os	R106 — persistent /home substrate (single-user path)	R106	R106-CROSS-002	R106 shell satellite M1: tokenizer + dispatcher landing site	M	R106-CROSS-001	src/main.pdx src/tokenizer.pdx	lands in paideia-os/shell (satellite), not monorepo
paideia-os	-	R106	R106-BLOCKER-001	R106 blocker follow-up: raise TMPFS_INODE_NAME_MAX to 128 (needed for 64-hex fp)	M	-	src/kernel/core/vfs/tmpfs.pdx	companion fix to open #2234
paideia-os	R106 — persistent /home substrate (single-user path)	R106	R106-M4-USER-001	R106.M4-USER: shell tokenizer implementation of ~alias (E_ALIAS_UNRESOLVED path)	M	R106-CROSS-002	shell/src/tokenizer.pdx	user-space complement to open #2231 M4-KERNEL
paideia-os	-	R106	R106-DOC-001	R106 alignment table: content-addressed-identity §9 refresh for placeholder rename	S	-	design/user/content-addressed-identity.md	keep placeholder registry docs in sync
paideia-os/rm	-	misc-rm	RM-SILENT-001	rm#19: silent drop on cap-denied — audit record + user-facing error	M	-	src/main.pdx src/audit.pdx	silent-security gap (MASTER §13.2)
paideia-os/rm	-	misc-rm	RM-SILENT-002	rm#20/#21: silent partial recursion + silent audit elision	M	RM-SILENT-001	src/recursive.pdx src/audit.pdx	silent-security gap (MASTER §13.2)
paideia-os	-	misc-rm	RM-KERNEL-001	kernel-side audit-record schema addition for rm silent-security fixes	S	-	src/kernel/core/audit/vfs_events.pdx design/audit/vfs-schema.md	companion kernel patch
paideia-os/fetch	-	misc-retire	FETCH-RETIRE-001	fetch retirement: README redirect to pdxcurl + v0.9-archived tag	S	-	README.md	MASTER §13.1 retention through R100 M5
paideia-os/ping	-	misc-retire	PING-RETIRE-001	ping retirement: README redirect to pdxping + v0.9-archived tag	S	-	README.md	MASTER §13.1 retention through R100 M5
paideia-as	-	pas-debt	PAS-DEBT-001	paideia-as untracked debt item 1 (name TBD by Q-A-3 audit)	M	-	TBD	MASTER §13.3 placeholder; refine on Q-A-3 resolution
paideia-as	-	pas-debt	PAS-DEBT-002	paideia-as untracked debt item 2 (name TBD by Q-A-3 audit)	M	-	TBD	MASTER §13.3 placeholder; refine on Q-A-3 resolution
paideia-as	-	pas-debt	PAS-DEBT-003	paideia-as untracked debt item 3 (name TBD by Q-A-3 audit)	M	-	TBD	MASTER §13.3 placeholder; refine on Q-A-3 resolution
